番組ID,実績,CP売上負担額合計,情報提供料合計,ファイル名
OWD_noda_01,4800,80,1840.0,SalesSummary_202405_OWD_detail.csv
OWD_ophelia_01,8600,186,3254.0,SalesSummary_202405_OWD_detail.csv
OWD_reirin_01,5200,105,1975.0,SalesSummary_202405_OWD_detail.csv
OWD_shape_01,31900,728,12032.0,SalesSummary_202405_OWD_detail.csv
OWD_shintaku_01,800,20,300.0,SalesSummary_202405_OWD_detail.csv
OWD_shokita_01,500,13,187.0,SalesSummary_202405_OWD_detail.csv
OWD_soldona_01,4600,85,1755.0,SalesSummary_202405_OWD_detail.csv
OWD_tachibana_01,1400,0,560.0,SalesSummary_202405_OWD_detail.csv
OWD_tomoko_01,1200,30,450.0,SalesSummary_202405_OWD_detail.csv
OWD_tshourei_01,3900,64,1496.0,SalesSummary_202405_OWD_detail.csv
OWD_tsukikage_01,10600,490,3750.0,SalesSummary_202405_OWD_detail.csv
OWD_yuki_01,5200,133,1947.0,SalesSummary_202405_OWD_detail.csv
OWD_Milla_01,4700,115,1765.0,SalesSummary_202407_OWD_detail.csv
OWD_aiduki_01,6900,215,2545.0,SalesSummary_202407_OWD_detail.csv
OWD_aron_01,6100,128,2312.0,SalesSummary_202407_OWD_detail.csv
OWD_daiyang_01,3000,20,1180.0,SalesSummary_202407_OWD_detail.csv
OWD_enseisyu_01,2000,0,800.0,SalesSummary_202407_OWD_detail.csv
OWD_eremaria_01,3200,80,1200.0,SalesSummary_202407_OWD_detail.csv
OWD_fujita_01,2000,50,750.0,SalesSummary_202407_OWD_detail.csv
OWD_gyokusenhi_01,1800,45,675.0,SalesSummary_202407_OWD_detail.csv
OWD_hoshikaze_01,2200,55,825.0,SalesSummary_202407_OWD_detail.csv
OWD_houjo_01,1500,38,562.0,SalesSummary_202407_OWD_detail.csv
OWD_ikai_01,1600,0,640.0,SalesSummary_202407_OWD_detail.csv
OWD_isha_01,5260,132,1972.0,SalesSummary_202407_OWD_detail.csv
OWD_kanon_01,1000,0,400.0,SalesSummary_202407_OWD_detail.csv
OWD_kasya_01,3800,95,1425.0,SalesSummary_202407_OWD_detail.csv
OWD_keiko_01,26800,574,10146.0,SalesSummary_202407_OWD_detail.csv
OWD_keiko_02,1500,38,562.0,SalesSummary_202407_OWD_detail.csv
OWD_keiko_03,12200,307,4573.0,SalesSummary_202407_OWD_detail.csv
OWD_keiko_04,3700,94,1386.0,SalesSummary_202407_OWD_detail.csv
OWD_keit_01,6800,171,2549.0,SalesSummary_202407_OWD_detail.csv
OWD_klara_01,7500,391,2609.0,SalesSummary_202407_OWD_detail.csv
OWD_koike_01,11500,830,3770.0,SalesSummary_202407_OWD_detail.csv
OWD_macalon_01,2900,110,1050.0,SalesSummary_202407_OWD_detail.csv
OWD_mian_01,4700,388,1492.0,SalesSummary_202407_OWD_detail.csv
OWD_miku_02,1300,33,487.0,SalesSummary_202407_OWD_detail.csv
OWD_mimoe_01,4600,60,1780.0,SalesSummary_202407_OWD_detail.csv
OWD_narusawa_01,4900,123,1837.0,SalesSummary_202407_OWD_detail.csv
OWD_ophelia_01,5400,172,1988.0,SalesSummary_202407_OWD_detail.csv
OWD_shape_01,31400,810,11750.0,SalesSummary_202407_OWD_detail.csv
OWD_shintaku_01,3000,50,1150.0,SalesSummary_202407_OWD_detail.csv
OWD_soldona_01,4000,100,1500.0,SalesSummary_202407_OWD_detail.csv
OWD_sugano_02,1500,38,562.0,SalesSummary_202407_OWD_detail.csv
OWD_tachibana_01,5000,126,1874.0,SalesSummary_202407_OWD_detail.csv
OWD_tenmei_01,9300,553,3167.0,SalesSummary_202407_OWD_detail.csv
OWD_tomoko_01,1000,25,375.0,SalesSummary_202407_OWD_detail.csv
OWD_tshourei_01,8300,638,2682.0,SalesSummary_202407_OWD_detail.csv
OWD_yuki_01,600,0,240.0,SalesSummary_202407_OWD_detail.csv
OWD_aiga_01,800,20,300.0,SalesSummary_202408_OWD_detail.csv
OWD_aqua_01,2200,55,825.0,SalesSummary_202408_OWD_detail.csv
OWD_asuka_02,7400,330,2630.0,SalesSummary_202408_OWD_detail.csv
OWD_asuru_01,4000,101,1499.0,SalesSummary_202408_OWD_detail.csv
OWD_chazz_01,11600,391,4249.0,SalesSummary_202408_OWD_detail.csv
OWD_eremaria_01,2600,66,974.0,SalesSummary_202408_OWD_detail.csv
OWD_gyokusenhi_01,3200,80,1200.0,SalesSummary_202408_OWD_detail.csv
OWD_hakuryu_01,1800,45,675.0,SalesSummary_202408_OWD_detail.csv
OWD_hoshikaze_01,2200,55,825.0,SalesSummary_202408_OWD_detail.csv
OWD_ikai_01,5700,118,2162.0,SalesSummary_202408_OWD_detail.csv
OWD_isha_01,5900,148,2212.0,SalesSummary_202408_OWD_detail.csv
OWD_kanon_01,5600,58,2182.0,SalesSummary_202408_OWD_detail.csv
OWD_kasya_01,1800,45,675.0,SalesSummary_202408_OWD_detail.csv
OWD_keiko_01,17700,468,6612.0,SalesSummary_202408_OWD_detail.csv
OWD_keiko_03,2600,66,974.0,SalesSummary_202408_OWD_detail.csv
OWD_keit_01,1200,30,450.0,SalesSummary_202408_OWD_detail.csv
OWD_kiko_01,1600,40,600.0,SalesSummary_202408_OWD_detail.csv
OWD_klara_01,8600,542,2898.0,SalesSummary_202408_OWD_detail.csv
OWD_koike_01,8600,367,3073.0,SalesSummary_202408_OWD_detail.csv
OWD_macalon_01,15000,325,5675.0,SalesSummary_202408_OWD_detail.csv
OWD_mermaid_01,8100,204,3036.0,SalesSummary_202408_OWD_detail.csv
OWD_mian_01,2400,240,720.0,SalesSummary_202408_OWD_detail.csv
OWD_mikomaria_01,6000,600,1800.0,SalesSummary_202408_OWD_detail.csv
OWD_miku_02,1500,38,562.0,SalesSummary_202408_OWD_detail.csv
OWD_niutouko_01,3500,33,1367.0,SalesSummary_202408_OWD_detail.csv
OWD_ophelia_01,12700,307,4773.0,SalesSummary_202408_OWD_detail.csv
OWD_shape_01,40800,1024,15296.0,SalesSummary_202408_OWD_detail.csv
OWD_shintaku_01,7100,155,2685.0,SalesSummary_202408_OWD_detail.csv
OWD_suehiro_01,4000,295,1305.0,SalesSummary_202408_OWD_detail.csv
OWD_sugano_02,1000,25,375.0,SalesSummary_202408_OWD_detail.csv
OWD_tenmei_01,2000,200,600.0,SalesSummary_202408_OWD_detail.csv
OWD_tsukikage_01,1000,25,375.0,SalesSummary_202408_OWD_detail.csv
OWD_yuki_01,5600,381,1859.0,SalesSummary_202408_OWD_detail.csv
OWD_aiduki_01,10800,238,4082.0,SalesSummary_202409_OWD_detail.csv
OWD_aiga_01,800,20,300.0,SalesSummary_202409_OWD_detail.csv
OWD_aokitomo_01,1800,45,675.0,SalesSummary_202409_OWD_detail.csv
OWD_aron_01,2600,66,974.0,SalesSummary_202409_OWD_detail.csv
OWD_asuka_02,2500,38,962.0,SalesSummary_202409_OWD_detail.csv
OWD_asuru_01,5300,183,1937.0,SalesSummary_202409_OWD_detail.csv
OWD_chazz_01,2500,160,840.0,SalesSummary_202409_OWD_detail.csv
OWD_chiharu_02,500,13,187.0,SalesSummary_202409_OWD_detail.csv
OWD_daiyang_01,5600,410,1830.0,SalesSummary_202409_OWD_detail.csv
OWD_enseisyu_01,1200,30,450.0,SalesSummary_202409_OWD_detail.csv
OWD_eremaria_01,2100,53,787.0,SalesSummary_202409_OWD_detail.csv
OWD_isha_01,11440,926,3650.0,SalesSummary_202409_OWD_detail.csv
OWD_kanon_01,6900,124,2636.0,SalesSummary_202409_OWD_detail.csv
OWD_kasya_01,3000,300,900.0,SalesSummary_202409_OWD_detail.csv
OWD_keiko_01,12500,379,4621.0,SalesSummary_202409_OWD_detail.csv
OWD_keiko_03,2600,66,974.0,SalesSummary_202409_OWD_detail.csv
OWD_kiko_01,1200,120,360.0,SalesSummary_202409_OWD_detail.csv
OWD_klara_01,700,18,262.0,SalesSummary_202409_OWD_detail.csv
OWD_koike_01,2900,74,1086.0,SalesSummary_202409_OWD_detail.csv
OWD_koyanagi_01,2300,58,862.0,SalesSummary_202409_OWD_detail.csv
OWD_macalon_01,6600,155,2485.0,SalesSummary_202409_OWD_detail.csv
OWD_matsuyama_01,3200,25,1255.0,SalesSummary_202409_OWD_detail.csv
OWD_mermaid_01,6000,100,2300.0,SalesSummary_202409_OWD_detail.csv
OWD_mian_01,2000,200,600.0,SalesSummary_202409_OWD_detail.csv
OWD_miesha_01,2000,50,750.0,SalesSummary_202409_OWD_detail.csv
OWD_mikomaria_01,2100,113,727.0,SalesSummary_202409_OWD_detail.csv
OWD_mokuren_01,3600,90,1350.0,SalesSummary_202409_OWD_detail.csv
OWD_narusawa_01,3200,81,1199.0,SalesSummary_202409_OWD_detail.csv
OWD_niutouko_01,6000,96,2304.0,SalesSummary_202409_OWD_detail.csv
OWD_noda_01,1300,33,487.0,SalesSummary_202409_OWD_detail.csv
OWD_ophelia_01,2800,70,1050.0,SalesSummary_202409_OWD_detail.csv
OWD_rumikoi_01,6600,55,2585.0,SalesSummary_202409_OWD_detail.csv
OWD_shape_01,45600,1235,17005.0,SalesSummary_202409_OWD_detail.csv
OWD_shintaku_01,3000,76,1124.0,SalesSummary_202409_OWD_detail.csv
OWD_shokita_01,3900,99,1461.0,SalesSummary_202409_OWD_detail.csv
OWD_soldona_01,800,20,300.0,SalesSummary_202409_OWD_detail.csv
OWD_tachibana_01,1300,33,487.0,SalesSummary_202409_OWD_detail.csv
OWD_tshourei_01,900,23,337.0,SalesSummary_202409_OWD_detail.csv
OWD_yamasakirie_01,1000,25,375.0,SalesSummary_202409_OWD_detail.csv
OWD_ychigumi_01,5000,125,1875.0,SalesSummary_202409_OWD_detail.csv
OWD_yuki_01,1000,13,387.0,SalesSummary_202409_OWD_detail.csv
OWD_Milla_01,2100,51,789.0,SalesSummary_202411_OWD_detail.csv
OWD_aiga_01,800,20,300.0,SalesSummary_202411_OWD_detail.csv
OWD_aokitomo_01,2600,66,974.0,SalesSummary_202411_OWD_detail.csv
OWD_aron_01,1000,25,375.0,SalesSummary_202411_OWD_detail.csv
OWD_enseisyu_01,1000,25,375.0,SalesSummary_202411_OWD_detail.csv
OWD_gyokusenhi_01,3800,70,1450.0,SalesSummary_202411_OWD_detail.csv
OWD_hayuki_01,4800,60,1860.0,SalesSummary_202411_OWD_detail.csv
OWD_houjo_01,800,20,300.0,SalesSummary_202411_OWD_detail.csv
OWD_isha_01,2100,53,787.0,SalesSummary_202411_OWD_detail.csv
OWD_kanon_01,2400,60,900.0,SalesSummary_202411_OWD_detail.csv
OWD_kasya_01,9100,228,3412.0,SalesSummary_202411_OWD_detail.csv
OWD_keiko_01,13600,306,5134.0,SalesSummary_202411_OWD_detail.csv
OWD_keiko_03,3900,99,1461.0,SalesSummary_202411_OWD_detail.csv
OWD_keiko_04,500,50,150.0,SalesSummary_202411_OWD_detail.csv
OWD_klara_01,3000,76,1124.0,SalesSummary_202411_OWD_detail.csv
OWD_koike_01,900,23,337.0,SalesSummary_202411_OWD_detail.csv
OWD_macalon_01,5000,248,1752.0,SalesSummary_202411_OWD_detail.csv
OWD_mermaid_01,900,23,337.0,SalesSummary_202411_OWD_detail.csv
OWD_miesha_01,6200,116,2364.0,SalesSummary_202411_OWD_detail.csv
OWD_noda_01,1000,25,375.0,SalesSummary_202411_OWD_detail.csv
OWD_ophelia_01,7000,144,2656.0,SalesSummary_202411_OWD_detail.csv
OWD_shape_01,17900,518,6642.0,SalesSummary_202411_OWD_detail.csv
OWD_shintaku_01,400,10,150.0,SalesSummary_202411_OWD_detail.csv
OWD_tachibana_01,1500,38,562.0,SalesSummary_202411_OWD_detail.csv
OWD_tenmei_01,2400,30,930.0,SalesSummary_202411_OWD_detail.csv
OWD_tomoko_01,3600,60,1380.0,SalesSummary_202411_OWD_detail.csv
OWD_tshourei_01,4200,285,1395.0,SalesSummary_202411_OWD_detail.csv
OWD_yamasakirie_01,4600,115,1725.0,SalesSummary_202411_OWD_detail.csv
OWD_ychigumi_01,1800,45,675.0,SalesSummary_202411_OWD_detail.csv
OWD_yuki_01,600,15,225.0,SalesSummary_202411_OWD_detail.csv
OWD_Milla_01,400,12,148.0,SalesSummary_202412_OWD_detail.csv
OWD_aron_01,2600,66,974.0,SalesSummary_202412_OWD_detail.csv
OWD_asuru_01,800,20,300.0,SalesSummary_202412_OWD_detail.csv
OWD_daiyang_01,3000,75,1125.0,SalesSummary_202412_OWD_detail.csv
OWD_eremaria_01,2900,73,1087.0,SalesSummary_202412_OWD_detail.csv
OWD_hayuki_01,3000,75,1125.0,SalesSummary_202412_OWD_detail.csv
OWD_ikai_01,800,20,300.0,SalesSummary_202412_OWD_detail.csv
OWD_kairi_01,2400,60,900.0,SalesSummary_202412_OWD_detail.csv
OWD_kanon_01,8600,116,3324.0,SalesSummary_202412_OWD_detail.csv
OWD_kasya_01,1000,25,375.0,SalesSummary_202412_OWD_detail.csv
OWD_keiko_01,20600,415,7825.0,SalesSummary_202412_OWD_detail.csv
OWD_keiko_02,12600,192,4848.0,SalesSummary_202412_OWD_detail.csv
OWD_keiko_04,5100,98,1942.0,SalesSummary_202412_OWD_detail.csv
OWD_keit_01,1000,25,375.0,SalesSummary_202412_OWD_detail.csv
OWD_kiko_01,900,23,337.0,SalesSummary_202412_OWD_detail.csv
OWD_klara_01,3300,158,1162.0,SalesSummary_202412_OWD_detail.csv
OWD_koike_01,5800,216,2104.0,SalesSummary_202412_OWD_detail.csv
OWD_macalon_01,4000,147,1453.0,SalesSummary_202412_OWD_detail.csv
OWD_matsuyama_01,3500,33,1367.0,SalesSummary_202412_OWD_detail.csv
OWD_miesha_01,2200,55,825.0,SalesSummary_202412_OWD_detail.csv
OWD_miku_02,4300,76,1644.0,SalesSummary_202412_OWD_detail.csv
OWD_narusawa_01,1300,33,487.0,SalesSummary_202412_OWD_detail.csv
OWD_noda_01,800,0,320.0,SalesSummary_202412_OWD_detail.csv
OWD_okada_01,3300,83,1237.0,SalesSummary_202412_OWD_detail.csv
OWD_ophelia_01,1800,0,720.0,SalesSummary_202412_OWD_detail.csv
OWD_reirin_01,3000,75,1125.0,SalesSummary_202412_OWD_detail.csv
OWD_rumikoi_01,1000,25,375.0,SalesSummary_202412_OWD_detail.csv
OWD_shape_01,29400,644,11116.0,SalesSummary_202412_OWD_detail.csv
OWD_shintaku_01,8700,189,3291.0,SalesSummary_202412_OWD_detail.csv
OWD_tachibana_01,5600,45,2195.0,SalesSummary_202412_OWD_detail.csv
OWD_tenmei_01,4400,230,1530.0,SalesSummary_202412_OWD_detail.csv
OWD_tsukikage_01,2000,50,750.0,SalesSummary_202412_OWD_detail.csv
OWD_william_01,1300,33,487.0,SalesSummary_202412_OWD_detail.csv
OWD_Milla_01,8600,179,3261.0,SalesSummary_202303_OWD_detail.csv
OWD_Sasha_01,3600,90,1350.0,SalesSummary_202303_OWD_detail.csv
OWD_aiduki_01,1000,25,375.0,SalesSummary_202303_OWD_detail.csv
OWD_aokitomo_01,2400,60,900.0,SalesSummary_202303_OWD_detail.csv
OWD_aron_01,3000,50,1150.0,SalesSummary_202303_OWD_detail.csv
OWD_asuka_01,2400,60,900.0,SalesSummary_202303_OWD_detail.csv
OWD_chiki_01,11770,297,4411.0,SalesSummary_202303_OWD_detail.csv
OWD_hayuki_01,2000,50,750.0,SalesSummary_202303_OWD_detail.csv
OWD_hoshikaze_01,800,20,300.0,SalesSummary_202303_OWD_detail.csv
OWD_isha_01,1500,18,582.0,SalesSummary_202303_OWD_detail.csv
OWD_kanon_01,7600,158,2882.0,SalesSummary_202303_OWD_detail.csv
OWD_kasya_01,1200,30,450.0,SalesSummary_202303_OWD_detail.csv
OWD_keiko_01,16200,596,5884.0,SalesSummary_202303_OWD_detail.csv
OWD_keiko_03,1900,33,727.0,SalesSummary_202303_OWD_detail.csv
OWD_keiko_04,3000,78,1122.0,SalesSummary_202303_OWD_detail.csv
OWD_keit_01,10800,271,4049.0,SalesSummary_202303_OWD_detail.csv
OWD_kiko_01,2800,71,1049.0,SalesSummary_202303_OWD_detail.csv
OWD_klara_01,5500,114,2086.0,SalesSummary_202303_OWD_detail.csv
OWD_koike_01,5900,388,1972.0,SalesSummary_202303_OWD_detail.csv
OWD_macalon_01,2900,73,1087.0,SalesSummary_202303_OWD_detail.csv
OWD_matsuyama_01,1300,33,487.0,SalesSummary_202303_OWD_detail.csv
OWD_mermaid_01,2000,50,750.0,SalesSummary_202303_OWD_detail.csv
OWD_mian_01,5000,63,1937.0,SalesSummary_202303_OWD_detail.csv
OWD_midorikawa_01,11000,635,3765.0,SalesSummary_202303_OWD_detail.csv
OWD_mikomaria_01,2200,55,825.0,SalesSummary_202303_OWD_detail.csv
OWD_mineka_01,1500,38,562.0,SalesSummary_202303_OWD_detail.csv
OWD_noda_01,4000,70,1530.0,SalesSummary_202303_OWD_detail.csv
OWD_okada_01,7800,165,2955.0,SalesSummary_202303_OWD_detail.csv
OWD_ophelia_01,4900,90,1870.0,SalesSummary_202303_OWD_detail.csv
OWD_reirin_01,2600,66,974.0,SalesSummary_202303_OWD_detail.csv
OWD_rumikoi_01,1400,35,525.0,SalesSummary_202303_OWD_detail.csv
OWD_shape_01,64700,1491,24389.0,SalesSummary_202303_OWD_detail.csv
OWD_shintaku_01,4800,196,1724.0,SalesSummary_202303_OWD_detail.csv
OWD_soldona_01,1300,33,487.0,SalesSummary_202303_OWD_detail.csv
OWD_tenmei_01,6600,166,2474.0,SalesSummary_202303_OWD_detail.csv
OWD_tomoko_01,3000,50,1150.0,SalesSummary_202303_OWD_detail.csv
OWD_tshourei_01,19600,415,7425.0,SalesSummary_202303_OWD_detail.csv
OWD_tsukikage_01,1600,160,480.0,SalesSummary_202303_OWD_detail.csv
OWD_william_02,1300,33,487.0,SalesSummary_202303_OWD_detail.csv
OWD_ychigumi_01,1800,0,720.0,SalesSummary_202303_OWD_detail.csv
OWD_yuki_01,900,23,337.0,SalesSummary_202303_OWD_detail.csv
OWD_Milla_01,8700,196,3284.0,SalesSummary_202304_OWD_detail.csv
OWD_aiduki_01,1200,0,480.0,SalesSummary_202304_OWD_detail.csv
OWD_aiga_01,500,13,187.0,SalesSummary_202304_OWD_detail.csv
OWD_aokitomo_01,6500,132,2468.0,SalesSummary_202304_OWD_detail.csv
OWD_aqua_01,4600,115,1725.0,SalesSummary_202304_OWD_detail.csv
OWD_chazz_01,1000,25,375.0,SalesSummary_202304_OWD_detail.csv
OWD_eremaria_01,8000,200,3000.0,SalesSummary_202304_OWD_detail.csv
OWD_fujita_01,1000,25,375.0,SalesSummary_202304_OWD_detail.csv
OWD_hakuryu_01,2100,33,807.0,SalesSummary_202304_OWD_detail.csv
OWD_houjo_01,1200,120,360.0,SalesSummary_202304_OWD_detail.csv
OWD_ikai_01,4900,123,1837.0,SalesSummary_202304_OWD_detail.csv
OWD_isha_01,2000,50,750.0,SalesSummary_202304_OWD_detail.csv
OWD_kairi_01,2300,58,862.0,SalesSummary_202304_OWD_detail.csv
OWD_kanon_01,4000,100,1500.0,SalesSummary_202304_OWD_detail.csv
OWD_kasya_01,8800,221,3299.0,SalesSummary_202304_OWD_detail.csv
OWD_keiko_01,11900,302,4458.0,SalesSummary_202304_OWD_detail.csv
OWD_keiko_03,9000,194,3406.0,SalesSummary_202304_OWD_detail.csv
OWD_keiko_04,4500,116,1684.0,SalesSummary_202304_OWD_detail.csv
OWD_keit_01,2000,25,775.0,SalesSummary_202304_OWD_detail.csv
OWD_kiko_01,2600,66,974.0,SalesSummary_202304_OWD_detail.csv
OWD_klara_01,1100,0,440.0,SalesSummary_202304_OWD_detail.csv
OWD_koike_01,4000,259,1341.0,SalesSummary_202304_OWD_detail.csv
OWD_macalon_01,4400,93,1667.0,SalesSummary_202304_OWD_detail.csv
OWD_matsuyama_01,2600,66,974.0,SalesSummary_202304_OWD_detail.csv
OWD_miesha_01,10300,247,3873.0,SalesSummary_202304_OWD_detail.csv
OWD_mikomaria_01,5400,110,2050.0,SalesSummary_202304_OWD_detail.csv
OWD_miku_02,3900,99,1461.0,SalesSummary_202304_OWD_detail.csv
OWD_mineka_01,1000,13,387.0,SalesSummary_202304_OWD_detail.csv
OWD_narusawa_01,5200,132,1948.0,SalesSummary_202304_OWD_detail.csv
OWD_okada_01,3600,90,1350.0,SalesSummary_202304_OWD_detail.csv
OWD_ophelia_01,3900,88,1472.0,SalesSummary_202304_OWD_detail.csv
OWD_reirin_01,2100,53,787.0,SalesSummary_202304_OWD_detail.csv
OWD_rumikoi_01,6600,140,2500.0,SalesSummary_202304_OWD_detail.csv
OWD_shape_01,78300,2778,28542.0,SalesSummary_202304_OWD_detail.csv
OWD_soldona_01,3600,91,1349.0,SalesSummary_202304_OWD_detail.csv
OWD_suehiro_01,800,20,300.0,SalesSummary_202304_OWD_detail.csv
OWD_tachibana_01,1300,0,520.0,SalesSummary_202304_OWD_detail.csv
OWD_tenmei_01,2500,63,937.0,SalesSummary_202304_OWD_detail.csv
OWD_tshourei_01,2600,20,1020.0,SalesSummary_202304_OWD_detail.csv
OWD_william_02,1000,25,375.0,SalesSummary_202304_OWD_detail.csv
OWD_yuki_01,1100,13,427.0,SalesSummary_202304_OWD_detail.csv
OWD_Milla_01,2500,62,938.0,SalesSummary_202305_OWD_detail.csv
OWD_aiduki_01,5800,146,2174.0,SalesSummary_202305_OWD_detail.csv
OWD_aiga_01,1000,26,374.0,SalesSummary_202305_OWD_detail.csv
OWD_aokitomo_01,1300,33,487.0,SalesSummary_202305_OWD_detail.csv
OWD_aron_01,1000,25,375.0,SalesSummary_202305_OWD_detail.csv
OWD_chazz_01,3000,38,1162.0,SalesSummary_202305_OWD_detail.csv
OWD_daiyang_01,3300,83,1237.0,SalesSummary_202305_OWD_detail.csv
OWD_hakuryu_01,8700,218,3262.0,SalesSummary_202305_OWD_detail.csv
OWD_hoshikaze_01,1300,33,487.0,SalesSummary_202305_OWD_detail.csv
OWD_ikai_01,3300,83,1237.0,SalesSummary_202305_OWD_detail.csv
OWD_isha_01,3540,186,1230.0,SalesSummary_202305_OWD_detail.csv
OWD_kanon_01,2000,50,750.0,SalesSummary_202305_OWD_detail.csv
OWD_keiko_01,33500,781,12619.0,SalesSummary_202305_OWD_detail.csv
OWD_keiko_03,2700,33,1047.0,SalesSummary_202305_OWD_detail.csv
OWD_keiko_04,3200,65,1215.0,SalesSummary_202305_OWD_detail.csv
OWD_klara_01,5700,105,2175.0,SalesSummary_202305_OWD_detail.csv
OWD_koike_01,44000,1033,16567.0,SalesSummary_202305_OWD_detail.csv
OWD_macalon_01,10600,296,3944.0,SalesSummary_202305_OWD_detail.csv
OWD_matsuyama_01,3500,88,1312.0,SalesSummary_202305_OWD_detail.csv
OWD_mian_01,3900,98,1462.0,SalesSummary_202305_OWD_detail.csv
OWD_miesha_01,1700,43,637.0,SalesSummary_202305_OWD_detail.csv
OWD_mikomaria_01,1100,110,330.0,SalesSummary_202305_OWD_detail.csv
OWD_mineka_01,2300,58,862.0,SalesSummary_202305_OWD_detail.csv
OWD_niutouko_01,13200,301,4979.0,SalesSummary_202305_OWD_detail.csv
OWD_okada_01,10700,270,4010.0,SalesSummary_202305_OWD_detail.csv
OWD_ophelia_01,3500,58,1342.0,SalesSummary_202305_OWD_detail.csv
OWD_reirin_01,1000,100,300.0,SalesSummary_202305_OWD_detail.csv
OWD_rumikoi_01,3000,50,1150.0,SalesSummary_202305_OWD_detail.csv
OWD_shape_01,47100,1659,17181.0,SalesSummary_202305_OWD_detail.csv
OWD_shintaku_01,1300,33,487.0,SalesSummary_202305_OWD_detail.csv
OWD_shokita_01,2700,68,1012.0,SalesSummary_202305_OWD_detail.csv
OWD_sugano_02,3000,76,1124.0,SalesSummary_202305_OWD_detail.csv
OWD_tachibana_01,2000,50,750.0,SalesSummary_202305_OWD_detail.csv
OWD_tenmei_01,9100,208,3432.0,SalesSummary_202305_OWD_detail.csv
OWD_tomoko_01,1600,0,640.0,SalesSummary_202305_OWD_detail.csv
OWD_tshourei_01,2600,65,975.0,SalesSummary_202305_OWD_detail.csv
OWD_william_01,1300,33,487.0,SalesSummary_202305_OWD_detail.csv
OWD_yamasakirie_01,2200,30,850.0,SalesSummary_202305_OWD_detail.csv
OWD_yuki_01,1200,0,480.0,SalesSummary_202305_OWD_detail.csv
OWD_Milla_01,900,18,342.0,SalesSummary_202306_OWD_detail.csv
OWD_aiga_01,1500,0,600.0,SalesSummary_202306_OWD_detail.csv
OWD_chazz_01,9900,220,3740.0,SalesSummary_202306_OWD_detail.csv
OWD_chiki_01,1650,42,618.0,SalesSummary_202306_OWD_detail.csv
OWD_daiyang_01,800,20,300.0,SalesSummary_202306_OWD_detail.csv
OWD_eremaria_01,1700,20,660.0,SalesSummary_202306_OWD_detail.csv
OWD_hayuki_01,3000,75,1125.0,SalesSummary_202306_OWD_detail.csv
OWD_houjo_01,5000,126,1874.0,SalesSummary_202306_OWD_detail.csv
OWD_isha_01,1300,130,390.0,SalesSummary_202306_OWD_detail.csv
OWD_kanon_01,5200,116,1964.0,SalesSummary_202306_OWD_detail.csv
OWD_keiko_01,28200,649,10631.0,SalesSummary_202306_OWD_detail.csv
OWD_keiko_03,14700,336,5544.0,SalesSummary_202306_OWD_detail.csv
OWD_keiko_04,4500,113,1687.0,SalesSummary_202306_OWD_detail.csv
OWD_kiko_01,5600,142,2098.0,SalesSummary_202306_OWD_detail.csv
OWD_klara_01,10200,448,3632.0,SalesSummary_202306_OWD_detail.csv
OWD_koike_01,50000,1028,18972.0,SalesSummary_202306_OWD_detail.csv
OWD_koyanagi_01,2100,53,787.0,SalesSummary_202306_OWD_detail.csv
OWD_macalon_01,7500,176,2824.0,SalesSummary_202306_OWD_detail.csv
OWD_matsuyama_01,1000,25,375.0,SalesSummary_202306_OWD_detail.csv
OWD_miesha_01,8400,203,3157.0,SalesSummary_202306_OWD_detail.csv
OWD_mikomaria_01,4800,120,1800.0,SalesSummary_202306_OWD_detail.csv
OWD_mineka_01,2500,65,935.0,SalesSummary_202306_OWD_detail.csv
OWD_niutouko_01,2700,48,1032.0,SalesSummary_202306_OWD_detail.csv
OWD_noda_01,1000,13,387.0,SalesSummary_202306_OWD_detail.csv
OWD_reirin_01,5500,138,2062.0,SalesSummary_202306_OWD_detail.csv
OWD_risui_01,500,13,187.0,SalesSummary_202306_OWD_detail.csv
OWD_shape_01,49000,1448,18152.0,SalesSummary_202306_OWD_detail.csv
OWD_shintaku_01,1200,0,480.0,SalesSummary_202306_OWD_detail.csv
OWD_shokita_01,1200,0,480.0,SalesSummary_202306_OWD_detail.csv
OWD_soldona_01,2000,30,770.0,SalesSummary_202306_OWD_detail.csv
OWD_tachibana_01,1200,30,450.0,SalesSummary_202306_OWD_detail.csv
OWD_tenmei_01,1800,120,600.0,SalesSummary_202306_OWD_detail.csv
OWD_tomoko_01,2600,66,974.0,SalesSummary_202306_OWD_detail.csv
OWD_tshourei_01,2500,63,937.0,SalesSummary_202306_OWD_detail.csv
OWD_william_02,1300,33,487.0,SalesSummary_202306_OWD_detail.csv
OWD_Milla_01,1300,9,511.0,SalesSummary_202307_OWD_detail.csv
OWD_aokitomo_01,1300,33,487.0,SalesSummary_202307_OWD_detail.csv
OWD_aron_01,2300,58,862.0,SalesSummary_202307_OWD_detail.csv
OWD_asuka_02,5600,116,2124.0,SalesSummary_202307_OWD_detail.csv
OWD_asuru_01,1300,33,487.0,SalesSummary_202307_OWD_detail.csv
OWD_chiharu_02,1000,25,375.0,SalesSummary_202307_OWD_detail.csv
OWD_daiyang_01,800,0,320.0,SalesSummary_202307_OWD_detail.csv
OWD_enseisyu_01,2200,0,880.0,SalesSummary_202307_OWD_detail.csv
OWD_gyokusenhi_01,6000,420,1980.0,SalesSummary_202307_OWD_detail.csv
